,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
72,2020-12-11Sale,2020-12-155:34 pm,Cactus Inc.,WHD,Bender ScottCEO10% Owner,"50,000",$26.87,"$1,343,400","37,252(IndirectDirect)",View
73,2020-12-14Sale,2020-12-155:35 pm,Arthur J. Gallagher & Co.,AJG,Hudson Scott RVP,"6,650",$121.08,"$805,215","35,187(Direct)",View
74,2020-12-11Sale,2020-12-155:35 pm,BIOCRYST PHARMACEUTICALS INC,BCRX,Barnes Alane PSenior VP Chief Legal Officer,"13,741",$7.96,"$109,378","108,061(Direct)",View
75,2020-12-11Sale,2020-12-155:35 pm,ECOLAB Inc,ECL,Simermeyer Elizabeth AVP,515,$221.38,"$114,010","7,827(Direct)",View
76,2020-12-11Sale,2020-12-155:36 pm,KADANT INC,KAI,Langevin Eric TCOO,"15,200",$135.82,"$2,064,439","49,766(Direct)",View
77,2020-12-14Sale,2020-12-155:37 pm,TYME TECHNOLOGIES Inc,TYME,Demurjian Michael10% Owner,"20,000",$1.19,"$23,800","25,038,546(Direct)",View
78,2020-09-09Sale,2020-12-155:39 pm,MAXIM INTEGRATED PRODUCTS INC,MXIM,Grady Robert EdwardDirector,"4,500",$84.08,"$378,368","5,512(IndirectDirect)",View
79,2020-12-11Sale,2020-12-155:40 pm,GT Biopharma Inc.,GTBP,Weldon Steven WFormer Officer and Director,"396,300",$0.28621,"$113,427","4,103,700(Direct)",View
80,2020-12-11Sale,2020-12-155:42 pm,WPX ENERGY Inc,WPX,Vann J KevinCFO,"102,146",$8.252,"$842,909","356,756(Direct)",View
81,2020-12-11Sale,2020-12-155:45 pm,EXP World Holdings Inc.,EXPI,Tobison John K.CIO,"10,657",$67.02,"$714,214","20,593(Direct)",View
82,2020-12-14Sale,2020-12-155:46 pm,Tricida Inc.,TCDA,COUFAL SANDRA IDirector10% Owner,"50,000",$7.9,"$395,000","172,609(IndirectDirect)",View
83,2020-12-14Sale,2020-12-155:49 pm,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,ZIONS BANCORPORATION NATIONAL ASSOCIATION10% Owner,"20,000",$75.37,"$1,507,498","350,000(Direct)",View
84,2020-12-11Sale,2020-12-155:53 pm,SEACOR HOLDINGS INC,CKH,LORENTZEN OIVINDDirector,"60,089",$41.86,"$2,515,560","36,816(IndirectDirect)",View
85,2020-12-11Sale,2020-12-155:53 pm,SEACOR HOLDINGS INC,CKH,FABRIKANT CHARLESCEOChairman,"64,902",$41.85,"$2,716,315","33,628(IndirectDirect)",View
86,2020-12-11Sale,2020-12-155:55 pm,BRP Group Inc.,BRP,Baldwin Insurance Group Holdings LLC10% Owner,"100,000",$0,$0,"16,918,144(Direct)",View
87,2020-12-11Sale,2020-12-155:55 pm,Nutanix Inc.,NTNX,Boynton AaronCAO,"4,982",$31.08,"$154,841","16,162(Direct)",View
88,2020-12-11Sale,2020-12-155:55 pm,SITE Centers Corp.,SITC,Otto AlexanderDirector10% Owner,"479,314",$10.29,"$4,933,656","30,796,704(Direct)",View
89,2020-12-11Sale,2020-12-155:57 pm,U.S. SILICA HOLDINGS Inc,SLCA,Blanchard John PaulPresident,"7,450",$6.578,"$49,006","32,534(IndirectDirect)",View
90,2020-12-11Sale,2020-12-155:57 pm,Nutanix Inc.,NTNX,Sangster DavidCOO,"7,918",$30.32,"$240,067","76,810(Direct)",View
91,2020-12-14Sale,2020-12-156:00 pm,PEDEVCO CORP,PED,Clark MooreVP,"23,500",$1.1593,"$27,244","369,576(IndirectDirect)",View
92,2020-12-14Sale,2020-12-156:00 pm,PEDEVCO CORP,PED,Schick John DouglasPresident,"15,000",$1.166,"$17,490","244,000(Direct)",View
93,2020-12-11Sale,2020-12-156:02 pm,BRP Group Inc.,BRP,Sherman LauraMember of 10% owner group,"100,000",$0,$0,"2,612,221(IndirectDirect)",View
94,2020-12-11Sale,2020-12-156:04 pm,BRP Group Inc.,BRP,Krystyn ElizabethMember of 10% owner group,"100,000",$0,$0,"1,931,998(IndirectDirect)",View
95,2020-12-11Sale,2020-12-156:06 pm,GRAY TELEVISION INC,GTN,Latek Kevin PaulEVP Chief L & D Officer,"92,218",$18.59,"$1,714,474","308,768(Direct)",View
96,2020-12-14Sale,2020-12-156:06 pm,CME GROUP Inc,CME,CRONIN KATHLEEN MSr MD Gen Counsel & Corp Secr,"6,208",$178.41,"$1,107,569","42,885(Direct)",View
97,2020-12-15Sale,2020-12-156:07 pm,Great Lakes Dredge & Dock CORP,GLDD,Simonelli David ECOO,"9,307",$11.44,"$106,491","386,883(Direct)",View
98,2020-12-14Sale,2020-12-156:07 pm,CME GROUP Inc,CME,Winkler JulieSr MD Chief Commercial Officer,"4,059",$181.02,"$734,760","24,921(Direct)",View
99,2020-12-14Sale,2020-12-156:07 pm,CME GROUP Inc,CME,GEPSMAN MARTIN JDirector,400,$178.44,"$71,376","29,417(Direct)",View
100,2020-12-15Sale,2020-12-156:09 pm,CYTOKINETICS INC,CYTK,GAGE L PATRICKDirector,"7,716",$21,"$162,038","20,804(IndirectDirect)",View
101,2020-12-10Sale,2020-12-156:10 pm,Autodesk Inc.,ADSK,Hope Stephen W.CAO,79,$280.25,"$22,140","2,950(Direct)",View
102,2020-12-11Sale,2020-12-156:10 pm,TENET HEALTHCARE CORP,THC,Andrews Audrey T.VP,"80,758",$41.17,"$3,324,900","51,658(Direct)",View
103,2020-12-11Sale,2020-12-156:13 pm,Delek Logistics Partners LP,DKL,D'Andrea Francis C.Director,914,$30.9,"$28,243","12,505(Direct)",View
104,2020-12-11Sale,2020-12-156:14 pm,Asana Inc.,ASAN,SPURLOCK STEVEN MBALKANSKI ALEXANDREDUNLEVIE BRUCEFENTON PETER HGURLEY J WILLIAMHARVEY KEVINKAGLE ROBERTLASKY MITCHELL10% Owner,"13,954",$28.14,"$392,674","118,999(IndirectDirect)",View
105,2020-12-11Sale,2020-12-156:16 pm,Silk Road Medical Inc,SILK,Rogers Erica J.CEO,"11,000",$58.35,"$641,867","111,608(IndirectDirect)",View
106,2020-12-11Sale,2020-12-156:18 pm,Cheniere Energy Inc.,LNG,BAILEY VICKY ADirector,"1,572",$61.28,"$96,337","36,800(Direct)",View
107,2020-12-02Sale,2020-12-156:19 pm,Progyny Inc.,PGNY,Livingston Mark S.CFO,"10,662",$36.54,"$389,589","12,225(Direct)",View
108,2020-12-11Sale,2020-12-156:20 pm,Energy Recovery Inc.,ERII,MAO ROBERT YU LANGCEO,"9,500",$12.22,"$116,079","217,611(Direct)",View
109,2020-12-14Sale,2020-12-156:24 pm,ACCELERON PHARMA INC,XLRN,MCLAUGHLIN KEVIN FCFO,"42,528",$130.14,"$5,534,594","11,216(Direct)",View
110,2020-12-11Sale,2020-12-156:26 pm,Amplitude Healthcare Acquisition Corp,AMHC,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,"20,000",$10.1,"$202,000","1,093,218(Indirect)",View
111,2020-12-11Sale,2020-12-156:32 pm,ORBCOMM Inc.,ORBC,Eisenberg Jerome BDirector,"150,000",$6.7428,"$1,011,415","855,716(IndirectDirect)",View
112,2020-12-14Sale,2020-12-156:46 pm,Co-Diagnostics Inc.,CODX,SERBIN RICHARD SDirector,"17,000",$10.1,"$171,700",0(Direct),View
113,2020-12-11Sale,2020-12-156:46 pm,PRA GROUP INC,PRAA,Graham Peter MCFO,"3,000",$44.26,"$132,780","49,565(Direct)",View
114,2020-12-11Sale,2020-12-156:51 pm,CARRIAGE SERVICES INC,CSV,Elliott Paul DonaldVP,"2,116",$29.61,"$62,663","25,474(IndirectDirect)",View
115,2020-12-14Sale,2020-12-156:57 pm,HERITAGE COMMERCE CORP,HTBK,Benito Michael EugeneVP,"4,500",$9.243,"$41,594","65,537(Direct)",View
116,2020-12-14Sale,2020-12-156:57 pm,ORACLE CORP,ORCL,SELIGMAN NAOMI ODirector,"25,000",$60.91,"$1,522,748","45,215(IndirectDirect)",View
117,2020-12-14Sale,2020-12-157:05 pm,Genasys Inc.,GNSS,McCollum Daniel HDirector,"20,000",$6.46,"$129,200","32,500(Direct)",View
118,2020-12-14Sale,2020-12-157:14 pm,ZUORA INC,ZUO,Pileggi JenniferVP,"15,000",$12.15,"$182,284","20,095(IndirectDirect)",View
119,2020-12-11Sale,2020-12-157:16 pm,Avantor Inc.,AVTR,Shaw ChristiDirector,"14,286",$26.68,"$381,150","11,319(Direct)",View
120,2020-12-11Sale,2020-12-157:17 pm,Cortexyme Inc.,CRTX,Holsinger LeslieVP,"40,000",$30.81,"$1,232,528","3,500(Direct)",View
121,2020-12-11Sale,2020-12-157:20 pm,Accel Entertainment Inc.,ACEL,Harmer DerekSecretary,"26,000",$9.375,"$243,750","161,958(Direct)",View
122,2020-12-11Sale,2020-12-157:25 pm,NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,LEDOUX MARK ACEOChairman10% Owner,"5,000",$9.6,"$48,000","525,000(IndirectDirect)",View
123,2020-12-04Sale,2020-12-157:26 pm,SITIME Corp,SITM,Frank Edward H.Director,"3,000",$98.32,"$294,960","21,458(Direct)",View
124,2020-12-11Sale,2020-12-157:27 pm,Health Catalyst Inc.,HCAT,Nelli James Patrick Jr.CFO,"4,038",$39.99,"$161,498","75,848(Direct)",View
125,2020-12-11Sale,2020-12-157:29 pm,GRAFTECH INTERNATIONAL LTD,EAF,BCP GP LtdBROOKFIELD ASSET MANAGEMENT IncBrookfield Capital Partners Ltd.BPE IV (Non-Cdn)BCP IV GrafTech Holdings L.P.Brookfield Business Partners L.P.Brookfield Private Equity Group Holdings LPBrookfield Private Equity Inc.Brookfield Private Equity Holdings LLCBrookfield US Inc.Director10% Owner,"580,731",$9.7309,"$5,651,055","156,242,576(Indirect)",View
126,2020-12-11Sale,2020-12-157:30 pm,GRAFTECH INTERNATIONAL LTD,EAF,BCP GP LtdBrookfield Private Funds Holdings Inc.Brookfield BBP Canadian GP L.P.Brookfield Business L.P.Brookfield Business Partners LtdBCP IV (US Plan) LPBCP IV (UK Plan) LPBCP IV (Cdn Plan) LPBCP IV Bermuda Investor LPDirector10% Owner,"580,731",$9.7309,"$5,651,055","156,242,576(Indirect)",View
127,2020-12-11Sale,2020-12-157:30 pm,GRAFTECH INTERNATIONAL LTD,EAF,BCP GP LtdBrookfield BBP (Canada) L.P.Brookfield BBP Canada Holdings Inc.Brookfield CanGP LtdDirector10% Owner,"580,731",$9.7309,"$5,651,055","156,242,576(Indirect)",View
128,2020-12-11Sale,2020-12-157:33 pm,ZUORA INC,ZUO,Pressman JasonDirector,"25,200",$12.21,"$307,664","36,910(Indirect)",View
129,2020-12-11Sale,2020-12-157:35 pm,Cambium Networks Corp,CMBM,Rau SallyGeneral Counsel,"1,000",$24.61,"$24,606","24,938(Direct)",View
130,2020-12-11Sale,2020-12-157:35 pm,CarGurus Inc.,CARG,Zales SamuelCOO,"8,000",$28.03,"$224,272","249,512(Direct)",View
131,2020-12-14Sale,2020-12-157:36 pm,CarGurus Inc.,CARG,Patton Kathleen BenderGeneral Counsel and Secretary,"5,830",$30,"$174,900","103,142(Direct)",View
132,2020-12-11Sale,2020-12-157:36 pm,Cambium Networks Corp,CMBM,Sheppeck BryanVP,"5,000",$24.77,"$123,834","59,834(Direct)",View
133,2020-12-11Sale,2020-12-157:37 pm,Cambium Networks Corp,CMBM,Cumming StephenCFO,"4,000",$24.7,"$98,806","39,311(Direct)",View
134,2020-12-14Sale,2020-12-157:37 pm,CarGurus Inc.,CARG,Welch Sarah AmoryChief Marketing Officer,"2,500",$30,"$75,000","250,126(Direct)",View
135,2020-12-14Sale,2020-12-157:47 pm,Atreca Inc.,BCEL,Robinson William HewittDirector,"5,000",$16.67,"$83,369","383,948(Direct)",View
136,2020-12-11Sale,2020-12-157:47 pm,Paratek Pharmaceuticals Inc.,PRTK,BIGHAM MICHAELChairman,"44,400",$6.8091,"$302,325","546,517(Direct)",View
137,2020-12-14Sale,2020-12-157:49 pm,International Money Express Inc.,IMXI,Perez-Villarreal JoseCAO,"1,404",$17.09,"$23,994","103,322(Direct)",View
138,2020-12-11Sale,2020-12-157:50 pm,Paratek Pharmaceuticals Inc.,PRTK,Brenner Randall B.Chief Development & Regulatory,"14,924",$6.8091,"$101,619","128,782(Direct)",View
139,2020-12-15Sale,2020-12-157:51 pm,AssetMark Financial Holdings Inc.,AMK,Kim MichaelEVP Chief Client Officer,"5,895",$24.16,"$142,423","298,144(Direct)",View
140,2020-12-11Sale,2020-12-157:52 pm,Paratek Pharmaceuticals Inc.,PRTK,Haskel William M.CLO General Counsel & Sec.,"11,656",$6.8091,"$79,367","203,267(Direct)",View
141,2020-12-11Sale,2020-12-157:54 pm,Paratek Pharmaceuticals Inc.,PRTK,Woodrow AdamPresident & Chief Commercial,"21,900",$6.8091,"$149,120","271,273(Direct)",View
142,2020-12-11Sale,2020-12-157:56 pm,Paratek Pharmaceuticals Inc.,PRTK,Loh EvanCEO,"45,000",$6.8091,"$306,410","600,559(Direct)",View
143,2020-12-15Sale,2020-12-157:59 pm,Alphabet Inc.,GOOG,O'Toole Amie ThuenerCAO,30,$1764.42,"$52,933",846(Direct),View
144,2020-12-14Sale,2020-12-158:00 pm,Colfax CORP,CFX,Kambeyanda ShyamVP,"2,357",$37.41,"$88,175","54,855(Direct)",View
145,2020-12-11Sale,2020-12-158:00 pm,Surface Oncology Inc.,SURF,ROSS ROBERT W.Chief Medical Officer,"1,405",$10.05,"$14,120","99,000(Direct)",View
146,2020-12-14Sale,2020-12-158:00 pm,Colfax CORP,CFX,Hix Christopher MCFO,"4,483",$37.41,"$167,709","59,449(Direct)",View
147,2020-12-11Sale,2020-12-158:00 pm,Walt Disney Co,DIS,WOODFORD BRENTVP,"5,000",$169.71,"$848,550","34,620(IndirectDirect)",View
148,2019-05-08Sale(A),2020-12-158:07 pm,ALIGN TECHNOLOGY INC,ALGN,Tay JulieVP,"3,506",$325,"$1,139,450","17,746(Direct)",View
149,2020-12-11Sale,2020-12-158:17 pm,Retail Value Inc.,RVI,Luxor Capital Group LPLUXOR CAPITAL PARTNERS OFFSHORE LTDLuxor Capital Partners LPLuxor Wavefront LPLCG HOLDINGS LLC10% Owner,"70,109",$14.14,"$991,684","1,324,879(Indirect)",View
150,2020-12-14Sale,2020-12-158:20 pm,SUPERNUS PHARMACEUTICALS Inc,SUPN,Schwabe Stefan K.F.Executive Vice President & CMO,"53,653",$21.87,"$1,173,264","2,772(Direct)",View
151,2020-12-11Sale,2020-12-158:24 pm,INSEEGO CORP.,INSG,Kahn DougVP,"46,250",$15.14,"$700,208","8,279(Direct)",View
152,2020-12-15Sale,2020-12-158:34 pm,Edwards Lifesciences Corp,EW,Wood Larry LCVP TAVR,"10,722",$84.21,"$902,895","363,483(IndirectDirect)",View
153,2020-11-09Sale(A),2020-12-158:36 pm,DENBURY INC,DEN,GOLDENTREE ASSET MANAGEMENT LPGoldenTree Asset Management LLCTananbaum Steven A.10% Owner,"157,562",$18.21,"$2,869,768","7,453,777(Indirect)",View
