,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
25,2020-12-01Sale,2020-12-024:15 pm,Bally's Corp,BALY,ROLLINS JEFFREY WDirector,"5,000",$44.24,"$221,200","78,695(IndirectDirect)",View
26,2020-12-01Sale,2020-12-024:16 pm,GAMCO INVESTORS Inc,GBL,GABELLI MARIO JCEOChairman10% Owner,"26,650",$15.35,"$409,119","2,048,655(IndirectDirect)",View
27,2020-12-01Sale,2020-12-024:16 pm,Alteryx Inc.,AYX,THOMSON REUTERS CORPSee Remarks,"2,100,000",$114,"$239,400,000","2,145,231(Indirect)",View
28,2020-12-01Sale,2020-12-024:16 pm,ROPER TECHNOLOGIES INC,ROP,JOHNSON ROBERT DDirector,500,$429.67,"$214,835","8,537(Direct)",View
29,2020-12-01Sale,2020-12-024:17 pm,BridgeBio Pharma Inc.,BBIO,HENDERSON MICHAEL THOMASChief Business Officer,"10,000",$51.52,"$515,204","274,211(Direct)",View
30,2020-11-30Sale,2020-12-024:18 pm,CONSTELLATION BRANDS Inc,STZ,SCHMELING JUDYDirector,"5,662",$205.51,"$1,163,598","4,276(Direct)",View
31,2020-12-01Sale,2020-12-024:20 pm,Amphastar Pharmaceuticals Inc.,AMPH,Petersen Floyd F.Director,500,$17.87,"$8,936","73,993(Direct)",View
32,2020-11-30Sale,2020-12-024:22 pm,OVERSTOCK.COM INC,OSTK,Nickle Eric GlenVP,500,$69.02,"$34,511","6,747(IndirectDirect)",View
33,2020-11-30Sale,2020-12-024:23 pm,Pangaea Logistics Solutions Ltd.,PANL,Pangaea One Acquisition Holdings XIV LLC10% Owner,"2,893",$2.8,"$8,100","13,897,751(Indirect)",View
34,2020-12-01Sale,2020-12-024:23 pm,COLUMBIA SPORTSWEAR CO,COLM,BANY SARAH10% Owner,"17,466",$82.62,"$1,443,041","5,052,001(IndirectDirect)",View
35,2020-12-02Sale,2020-12-024:24 pm,SOUTH STATE Corp,SSB,HILL ROBERT R JRChairman,"7,000",$69.75,"$488,250","173,059(Direct)",View
36,2020-12-02Sale,2020-12-024:24 pm,SOUTH STATE Corp,SSB,POLLOK JOHN CVP,"14,553",$70.13,"$1,020,602","92,992(Direct)",View
37,2020-12-02Sale,2020-12-024:25 pm,ABEONA THERAPEUTICS Inc,ABEO,Mann Paul ElliotDirector,"30,488",$1.4881,"$45,369","789,986(Direct)",View
38,2020-11-30Sale,2020-12-024:25 pm,Twist Bioscience Corp,TWST,Banyai WilliamDirector,"2,790",$113.65,"$317,084","496,440(Direct)",View
39,2020-12-01Sale,2020-12-024:26 pm,CITRIX SYSTEMS INC,CTXS,FERRER MARK JEVP Chief Revenue Officer,"2,098",$124.31,"$260,802","47,604(Direct)",View
40,2020-11-30Sale,2020-12-024:26 pm,CRISPR Therapeutics AG,CRSP,Novak RodgerPresident,"100,000",$125,"$12,500,000","648,007(Direct)",View
41,2020-12-02Sale,2020-12-024:26 pm,ABEONA THERAPEUTICS Inc,ABEO,Wider ToddDirector,"33,876",$1.4921,"$50,546","920,256(Direct)",View
42,2020-11-30Sale,2020-12-024:28 pm,PERDOCEO EDUCATION Corp,PRDO,NELSON TODD SCEO,"111,200",$11.4,"$1,267,804","898,893(Direct)",View
43,2020-12-01Sale,2020-12-024:28 pm,CITRIX SYSTEMS INC,CTXS,HENSHALL DAVID JCEO,"8,000",$124.31,"$994,480","314,318(Direct)",View
44,2020-11-30Sale,2020-12-024:29 pm,TPI COMPOSITES INC,TPIC,Lockard Steven CDirector,"197,315",$40.49,"$7,988,473","345,436(Direct)",View
45,2020-12-01Sale,2020-12-024:30 pm,Apellis Pharmaceuticals Inc.,APLS,Grossi FedericoCHIEF MEDICAL OFFICER,600,$48.25,"$28,950","33,177(Direct)",View
46,2020-12-01Sale,2020-12-024:31 pm,Silvergate Capital Corp,SI,Brassfield Karen F.Director,"2,500",$36,"$90,000","16,231(Direct)",View
47,2020-11-30Sale,2020-12-024:32 pm,PAPA JOHNS INTERNATIONAL INC,PZZA,KIRTLEY OLIVIA FDirector,"14,138",$80.42,"$1,137,043","197,048(Direct)",View
48,2020-12-01Sale,2020-12-024:32 pm,MKS INSTRUMENTS INC,MKSI,Mora ElizabethDirector,450,$139.54,"$62,793","15,051(Direct)",View
49,2020-11-30Sale,2020-12-024:32 pm,PRIMEENERGY RESOURCES CORP,PNRG,WEHRLE GAINES10% Owner,585,$63.48,"$37,138","50,345(Indirect)",View
50,2020-11-30Sale,2020-12-024:34 pm,EXTREME NETWORKS INC,EXTR,MEYERCORD EDWARDCEO,"50,000",$5.6129,"$280,645","549,105(Direct)",View
51,2020-12-01Sale,2020-12-024:34 pm,STERIS plc,STE,LEWIS DAVID BDirector,"1,560",$193.79,"$302,312","6,684(Direct)",View
52,2020-12-01Sale,2020-12-024:36 pm,Ameresco Inc.,AMRC,Corrsin David JVP,"25,859",$45,"$1,163,707","327,945(Direct)",View
53,2020-12-01Sale,2020-12-024:36 pm,Ameresco Inc.,AMRC,Sakellaris George PCEO10% Owner,"7,859",$45.01,"$353,734","2,375,360(IndirectDirect)",View
54,2020-12-01Sale,2020-12-024:36 pm,Ameresco Inc.,AMRC,Murley Thomas SDirector,"4,000",$45,"$180,000","10,500(Direct)",View
55,2020-12-01Sale,2020-12-024:37 pm,Ameresco Inc.,AMRC,Foy Douglas IDirector,"5,000",$44.59,"$222,970","14,000(Direct)",View
56,2020-11-30Sale,2020-12-024:37 pm,Ameresco Inc.,AMRC,Sutton Joseph W.Director,"50,000",$44.92,"$2,246,250","628,681(Indirect)",View
57,2020-12-01Sale,2020-12-024:37 pm,CITRIX SYSTEMS INC,CTXS,Shenkman ArlenCFO,673,$124.31,"$83,661","64,675(Direct)",View
58,2020-11-30Sale,2020-12-024:38 pm,Ameresco Inc.,AMRC,WISNESKI FRANCIS V JRDirector,"5,000",$43.91,"$219,560","58,676(Direct)",View
59,2020-12-01Sale,2020-12-024:39 pm,Q2 Holdings Inc.,QTWO,Flake Matthew PCEO,"30,000",$112.18,"$3,365,400","269,541(Direct)",View
60,2020-12-01Sale,2020-12-024:42 pm,Wyndham Destinations Inc.,WYND,HOLMES STEPHEN PDirector,"50,000",$43.69,"$2,184,626","591,257(Direct)",View
61,2020-12-01Sale,2020-12-024:42 pm,DANA INC,DAN,Pyle Robert DPres Light Vehicle Driveline,"33,535",$17.57,"$589,366","33,535(Direct)",View
62,2020-11-30Sale,2020-12-024:43 pm,Oaktree Specialty Lending Corp,OCSL,TANNENBAUM LEONARD M10% Owner,"213,914",$5.5888,"$1,195,515","16,449,072(IndirectDirect)",View
63,2020-12-01Sale,2020-12-024:44 pm,Evelo Biosciences Inc.,EVLO,Liu Xiaoli JacquelinePrincipal Accounting Officer,"3,000",$5.17,"$15,510",0(Direct),View
64,2020-11-30Sale,2020-12-024:44 pm,Mimecast Ltd,MIME,Bender Alex E.T.VP,"4,500",$45,"$202,500","3,986(Direct)",View
65,2020-11-30Sale,2020-12-024:46 pm,AMERIPRISE FINANCIAL INC,AMP,TRUSCOTT WILLIAM FCEO,"21,005",$188,"$3,948,940","27,652(IndirectDirect)",View
66,2020-11-30Sale,2020-12-024:46 pm,AMEDISYS INC,AMED,Ginn Scott GCFO,975,$241.62,"$235,579","17,849(IndirectDirect)",View
67,2020-11-30Sale,2020-12-024:46 pm,YETI Holdings Inc.,YETI,Seiders Roy JRJS Ice L.P.Director,"2,486",$64.17,"$159,524","1,659,365(Indirect)",View
68,2020-11-30Sale,2020-12-024:47 pm,AMERIPRISE FINANCIAL INC,AMP,Berman Walter StanleyCFO,"6,633",$186.69,"$1,238,316","17,760(IndirectDirect)",View
69,2020-11-30Sale,2020-12-024:48 pm,NMI Holdings Inc.,NMIH,SHUSTER BRADLEY MChairman,"36,628",$21.99,"$805,604","600,051(IndirectDirect)",View
70,2020-12-02Sale,2020-12-024:49 pm,PACIFIC DRILLING S.A.,PACDQ,Harris James WhelanCFO,"34,319",$0.03026,"$1,039",0(Direct),View
71,2020-12-01Sale,2020-12-024:52 pm,NU SKIN ENTERPRISES Inc,NUS,Lawrence Mark HCFO,"3,993",$50.61,"$202,086","48,526(Direct)",View
72,2020-12-01Sale,2020-12-024:55 pm,NU SKIN ENTERPRISES Inc,NUS,DORNY D MATTHEWGeneral Counsel,"6,200",$50.81,"$314,996","44,373(Direct)",View
73,2020-11-30Sale,2020-12-024:57 pm,Genasys Inc.,GNSS,AWM Investment Company Inc.10% Owner,"201,949",$7.031,"$1,419,894","4,445,735(Indirect)",View
74,2020-12-01Sale,2020-12-024:57 pm,PennyMac Financial Services Inc.,PFSI,Grogin JeffreyCEOCOO,"9,225",$58.62,"$540,743","28,761(IndirectDirect)",View
75,2020-11-30Sale,2020-12-024:57 pm,MAGNITE Inc,MGNI,Day DavidCFO,"18,033",$19.44,"$350,495","277,335(Direct)",View
76,2020-11-30Sale,2020-12-024:59 pm,TETRA TECH INC,TTEK,LEWIS J CHRISTOPHERDirector,"8,519",$119.74,"$1,020,054","57,875(Direct)",View
77,2020-11-30Sale,2020-12-024:59 pm,TETRA TECH INC,TTEK,THOMPSON J KENNETHDirector,"2,500",$120.89,"$302,230","24,438(Direct)",View
78,2020-12-01Sale,2020-12-024:59 pm,CRYOLIFE INC,CRY,Horton AmyCAO,"6,666",$20.78,"$138,503","92,976(Direct)",View
79,2020-12-01Sale,2020-12-024:59 pm,Yext Inc.,YEXT,Distelburger BrianCOO,"10,000",$19.13,"$191,345","3,357,137(Direct)",View
80,2020-11-30Sale,2020-12-025:01 pm,IDEXX LABORATORIES INC,IDXX,TWIGGE GIOVANIVP,"12,801",$456.49,"$5,843,565","12,922(Direct)",View
81,2020-12-01Sale,2020-12-025:02 pm,BOSTON BEER CO INC,SAM,KOCH C JAMESChairman10% Owner,"10,000",$939.76,"$9,397,648","195,421(IndirectDirect)",View
82,2020-11-30Sale,2020-12-025:02 pm,TELEFLEX INC,TFX,Hicks Cameron PVP,"2,985",$371,"$1,107,435","8,157(IndirectDirect)",View
83,2020-11-30Sale,2020-12-025:02 pm,TENNECO INC,TEN,ICAHN CARL CICAHN ENTERPRISES HOLDINGS L.P.ICAHN ENTERPRISES G.P. IncBECKTON CORP10% Owner,"350,949",$10.96,"$3,844,915","8,785,443(Indirect)",View
84,2020-12-01Sale,2020-12-025:03 pm,GTY Technology Holdings Inc.,GTYH,Duffy Michael JCEOCOO,"40,000",$3.5049,"$140,196","598,164(Direct)",View
85,2020-11-30Sale,2020-12-025:04 pm,SHOTSPOTTER INC,SSTI,Levensohn PascalDirector,"7,000",$33.5,"$234,504",0(IndirectDirect),View
86,2020-11-30Sale,2020-12-025:05 pm,Redfin Corp,RDFN,Taubman Christian JohnChief Product Officer,"5,321",$48.45,"$257,802","3,548(Direct)",View
87,2020-12-01Sale,2020-12-025:05 pm,Redfin Corp,RDFN,Frey BridgetCTO,"4,000",$49.1,"$196,400","108,021(Direct)",View
88,2020-11-30Sale,2020-12-025:05 pm,VISA Inc,V,KELLY ALFRED F JRCEOChairman,"9,000",$209.4,"$1,884,600","126,660(Direct)",View
89,2020-12-01Sale,2020-12-025:07 pm,COGENT COMMUNICATIONS HOLDINGS Inc,CCOI,BUBECK JAMESChief Revenue Officer,"3,840",$57.94,"$222,490","34,942(Direct)",View
90,2020-11-30Sale,2020-12-025:07 pm,VALVOLINE INC,VVV,Puckett Anthony R.VP,"1,600",$22.72,"$36,352",0(IndirectDirect),View
91,2020-12-01Sale,2020-12-025:08 pm,FACTSET RESEARCH SYSTEMS INC,FDS,Snow Frederick PhilipCEO,"1,769",$336.64,"$595,516","3,897(Direct)",View
92,2020-11-30Sale,2020-12-025:08 pm,Semler Scientific Inc.,SMLR,Murphy-Chutorian DouglasCEO10% Owner,"1,250",$72.05,"$90,066","62,321(Indirect)",View
93,2020-11-30Sale,2020-12-025:08 pm,Myovant Sciences Ltd.,MYOV,KARBE FRANKPrincipal Fin'l & Accounting,"1,500",$24,"$36,000","163,470(Direct)",View
94,2020-11-30Sale,2020-12-025:09 pm,Square Inc.,SQ,Dorsey JackCEOChairman10% Owner,"100,000",$209.14,"$20,914,482",0(Indirect),View
95,2020-12-01Sale,2020-12-025:09 pm,VALVOLINE INC,VVV,Moughler Craig A.VP,"1,600",$23.25,"$37,200","15,022(IndirectDirect)",View
96,2020-11-30Sale,2020-12-025:09 pm,CLOROX CO,CLX,Dorer Benno OChairman,"417,022",$200.92,"$83,789,471","170,689(IndirectDirect)",View
97,2020-11-30Sale,2020-12-025:10 pm,Myovant Sciences Ltd.,MYOV,Arjona Ferreira Juan CamiloChief Medical Officer,"1,978",$23.65,"$46,780","136,048(Direct)",View
98,2020-11-30Sale,2020-12-025:10 pm,RBC Bearings INC,ROLL,HARTNETT MICHAEL JCEO,"60,081",$168.62,"$10,130,906","337,404(Direct)",View
99,2020-12-02Sale,2020-12-025:11 pm,ServisFirst Bancshares Inc.,SFBS,McKinney Rex DCEO,"5,000",$38.59,"$192,950","45,266(Direct)",View
100,2020-12-01Sale,2020-12-025:13 pm,NXP Semiconductors N.V.,NXPI,Southern JulieDirector,"4,000",$160.65,"$642,580","8,146(Direct)",View
101,2020-11-27Sale,2020-12-025:18 pm,AMBARELLA INC,AMBA,Hu ChenmingDirector,"5,000",$78,"$390,000","23,897(Direct)",View
102,2020-11-30Sale,2020-12-025:18 pm,AMBARELLA INC,AMBA,Day ChristopherVP,"1,367",$78,"$106,626","9,353(Direct)",View
103,2020-11-30Sale,2020-12-025:18 pm,AMBARELLA INC,AMBA,Schwarting Elizabeth MDirector,700,$77.85,"$54,495",213(Direct),View
104,2020-12-01Sale,2020-12-025:22 pm,ACCURAY INC,ARAY,Chew JesseVP,559,$4.46,"$2,493","80,167(Direct)",View
105,2020-12-02Sale,2020-12-025:26 pm,SOUTHERN COPPER CORP,SCCO,PALOMINO BONILLA LUIS MIGUELDirector,200,$60.25,"$12,050","7,814(Direct)",View
106,2020-12-01Sale,2020-12-025:29 pm,PROGRESSIVE CORP,PGR,Charney M JeffreyChief Marketing Officer,"5,858",$87.85,"$514,625","55,780(Direct)",View
107,2020-11-30Sale,2020-12-025:30 pm,CONMED CORP,CNMD,Berge Terence MVP,"13,400",$103.16,"$1,382,289","5,912(Direct)",View
108,2020-11-30Sale,2020-12-025:34 pm,Goosehead Insurance Inc.,GSHD,Jones Serena10% Owner,"31,484",$123.15,"$3,877,150",0(Direct),View
109,2020-12-01Sale,2020-12-025:34 pm,Goosehead Insurance Inc.,GSHD,Jones Serena10% Owner,300,$123.22,"$36,966",0(Direct),View
110,2020-11-30Sale,2020-12-025:34 pm,ILLUMINA Inc,ILMN,RAGUSA ROBERT PVP,"2,890",$314.82,"$909,827","4,092(Direct)",View
111,2020-11-30Sale,2020-12-025:36 pm,VALVOLINE INC,VVV,O'Daniel Julie MarieCLO and Corp. Secy,"1,059",$22.72,"$24,060","9,065(IndirectDirect)",View
112,2020-12-01Sale,2020-12-025:37 pm,ILLUMINA Inc,ILMN,FLATLEY JAY TDirector,"4,000",$323.9,"$1,295,590","192,933(IndirectDirect)",View
113,2020-11-30Sale,2020-12-025:37 pm,India Globalization Capital Inc.,IGC,MUKUNDA RAMCEOChairman,"80,000",$2.3378,"$187,024","2,824,760(Direct)",View
114,2020-11-30Sale,2020-12-025:38 pm,VALVOLINE INC,VVV,Muashsher Jamal KVP,497,$22.72,"$11,292","3,727(Direct)",View
115,2020-11-30Sale,2020-12-025:39 pm,KKR Real Estate Finance Trust Inc.,KREF,KKR Group Partnership L.P.ROBERTS GEORGE RKRAVIS HENRY RKKR Management LLPKKR & Co. Inc.KKR Group Holdings Corp.10% Owner,"58,247",$18.52,"$1,079,003","1,577,820(Indirect)",View
116,2020-11-30Sale,2020-12-025:39 pm,KKR Real Estate Finance Trust Inc.,KREF,Tactical Value SPN-KREF Holdings L.P.Tactical Value SPN-SPV GP LLCKKR Tactical Value SPN L.P.KKR Associates TV SPN L.P.KKR TV SPN GP Ltd10% Owner,"58,247",$18.52,"$1,079,003","1,577,820(Indirect)",View
117,2020-12-01Sale,2020-12-025:39 pm,Palo Alto Networks Inc,PANW,ZUK NIRCTO,"12,000",$293.89,"$3,526,729","896,309(IndirectDirect)",View
118,2020-11-30Sale,2020-12-025:39 pm,AVALARA Inc,AVLR,McFarlane Scott MDirector,"20,000",$170.73,"$3,414,600","704,223(IndirectDirect)",View
119,2020-12-01Sale,2020-12-025:41 pm,ILLUMINA Inc,ILMN,TOUSI SUSAN HVP,100,$325,"$32,500","43,747(Direct)",View
120,2020-12-01Sale,2020-12-025:45 pm,ILLUMINA Inc,ILMN,deSouza Francis ACEO,"3,000",$327.95,"$983,851","58,540(Direct)",View
121,2020-11-30Sale,2020-12-025:45 pm,Interactive Brokers Group Inc.,IBKR,Brody Paul JonathanCFO,"5,059",$53.29,"$269,579","209,476(IndirectDirect)",View
122,2020-11-30Sale,2020-12-025:46 pm,TWILIO INC,TWLO,Hu GeorgeCOO,"18,487",$319.58,"$5,908,077","121,421(Direct)",View
123,2020-12-01Sale,2020-12-025:47 pm,International Seaways Inc.,INSW,Pribor JeffreyCFO,"1,000",$17.25,"$17,250","35,886(Direct)",View
124,2020-11-30Sale,2020-12-025:47 pm,SONO TEK CORP,SOTK,RIEMER JOSEPHDirector,"2,000",$4.07,"$8,140","81,004(Direct)",View
125,2020-11-30Sale,2020-12-025:47 pm,Interactive Brokers Group Inc.,IBKR,Frank Thomas AJCIO,"36,272",$53.29,"$1,932,809","1,836,709(Direct)",View
126,2020-12-01Sale,2020-12-025:48 pm,Palo Alto Networks Inc,PANW,MCLAUGHLIN MARK DDirector,"40,000",$293.88,"$11,755,289","117,469(IndirectDirect)",View
127,2020-12-01Sale,2020-12-025:48 pm,Vir Biotechnology Inc.,VIR,Parrish JayChief Business Officer,"6,945",$31.53,"$218,968","222,222(Direct)",View
128,2020-12-01Sale,2020-12-025:48 pm,ILLUMINA Inc,ILMN,Dadswell CharlesVP,"1,694",$323.86,"$548,619","3,460(Direct)",View
129,2020-12-01Sale,2020-12-025:49 pm,TWILIO INC,TWLO,Shipchandler KhozemaCFO,"3,224",$319.72,"$1,030,777","86,674(Direct)",View
130,2020-12-01Sale,2020-12-025:49 pm,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,ZIONS BANCORPORATION NATIONAL ASSOCIATION10% Owner,"18,552",$69.13,"$1,282,520","431,448(Direct)",View
131,2020-12-02Sale,2020-12-025:55 pm,HALOZYME THERAPEUTICS Inc,HALO,Kelley Kenneth JDirector,"31,792",$41,"$1,303,472","234,919(Direct)",View
132,2020-11-30Sale,2020-12-025:55 pm,AVALARA Inc,AVLR,INGRAM WILLIAMDirector,"9,645",$170.91,"$1,648,427","1,731(Direct)",View
133,2020-12-01Sale,2020-12-025:57 pm,RESMED INC,RMD,Sodhi RajwantPresident,"1,500",$210.46,"$315,690","34,175(Direct)",View
134,2020-11-30Sale,2020-12-026:01 pm,BIO-TECHNE Corp,TECH,Furlow Brenda S.VP,"10,857",$301.94,"$3,278,126","6,124(Direct)",View
135,2020-11-30Sale,2020-12-026:03 pm,Fulgent Genetics Inc.,FLGT,Xie JianCOO,"5,396",$44.09,"$237,922","431,689(Direct)",View
136,2020-11-30Sale,2020-12-026:03 pm,AVALARA Inc,AVLR,Foote Marion RDirector,"10,000",$171.5,"$1,715,036","502,596(Direct)",View
137,2020-12-01Sale,2020-12-026:04 pm,CapStar Financial Holdings Inc.,CSTR,Turner James S. Jr.Director,"2,500",$12.05,"$30,125","263,048(IndirectDirect)",View
138,2020-12-01Sale,2020-12-026:13 pm,WORKIVA INC,WK,Miller J StuartCFO,"21,263",$74.79,"$1,590,284","330,428(Direct)",View
139,2020-12-01Sale,2020-12-026:13 pm,ZILLOW GROUP Inc,ZANDZG,Wacksman JeremyPresident,"1,536",$109.53,"$168,233","28,819(Direct)",View
140,2020-11-30Sale,2020-12-026:13 pm,ZILLOW GROUP Inc,ZANDZG,BLACHFORD ERIK CDirector,"74,380",$107.23,"$7,976,025","254,988(IndirectDirect)",View
141,2020-12-02Sale,2020-12-026:13 pm,ZILLOW GROUP Inc,ZANDZG,Beitel David A.CTO,"9,150",$104.96,"$960,384","52,791(Direct)",View
142,2020-11-30Sale,2020-12-026:14 pm,ZILLOW GROUP Inc,ZANDZG,Lyon DawnChief Corp. Relations Officer,"5,000",$107.2,"$535,985",450(Direct),View
143,2020-12-01Sale,2020-12-026:17 pm,Tradeweb Markets Inc.,TW,Friedman DouglasGeneral Counsel and Secretary,"10,000",$60.05,"$600,492","67,875(Direct)",View
144,2020-12-01Sale,2020-12-026:18 pm,Tradeweb Markets Inc.,TW,Hult WilliamPresident,"50,000",$60.05,"$3,002,594","477,375(Direct)",View
145,2020-11-30Sale,2020-12-026:18 pm,CORVEL CORP,CRVL,CLEMONS V GORDONChairman,"4,000",$92.1,"$368,406","906,646(IndirectDirect)",View
146,2020-12-01Sale,2020-12-026:19 pm,Tradeweb Markets Inc.,TW,Zucker ScottCAO,"10,000",$60.04,"$600,409","62,275(Direct)",View
147,2020-12-02Sale,2020-12-026:20 pm,OP Bancorp,OPBK,PARK MYUNGDirector,"2,000",$7.3,"$14,600","101,659(Direct)",View
148,2020-11-30Sale,2020-12-026:24 pm,PENN NATIONAL GAMING INC,PENN,Sottosanti CarlVP,"93,134",$72.32,"$6,735,551","37,886(Direct)",View
149,2020-12-01Sale,2020-12-026:28 pm,EXACT SCIENCES CORP,EXAS,Conroy Kevin TCEO,"30,577",$124.56,"$3,808,660","857,518(IndirectDirect)",View
150,2020-11-30Sale,2020-12-026:29 pm,Retail Value Inc.,RVI,Luxor Capital Group LPLUXOR CAPITAL PARTNERS OFFSHORE LTDLuxor Wavefront LPLCG HOLDINGS LLCLuxor Capital Partners LP10% Owner,"6,000",$15.43,"$92,584","1,419,888(Indirect)",View
151,2020-11-30Sale,2020-12-026:31 pm,DAVITA Inc,DVA,STAFFIERI MICHAEL DAVIDCOO,"25,000",$109.74,"$2,743,515","42,431(IndirectDirect)",View
152,2020-11-30Sale,2020-12-026:32 pm,LEVI STRAUSS & CO,LEVI,Friedman David ADirector,"25,000",$18.76,"$469,000","387,419(IndirectDirect)",View
153,2020-12-01Sale,2020-12-026:32 pm,National Bank Holdings Corp,NBHC,Randall Christopher S.VP,"8,900",$32.66,"$290,687","4,827(Direct)",View
154,2020-11-30Sale,2020-12-026:39 pm,Facebook Inc,FB,FISCHER DAVID B.Chief Revenue Officer,"13,118",$276.02,"$3,620,830","23,162(Direct)",View
155,2020-12-01Sale,2020-12-026:39 pm,AMICUS THERAPEUTICS Inc,FOLD,Campbell Bradley LCOO,"24,783",$22.77,"$564,192","338,764(Direct)",View
156,2020-12-01Sale,2020-12-026:41 pm,AMICUS THERAPEUTICS Inc,FOLD,Crowley John FCEOChairman,"7,500",$22.77,"$170,777","823,513(IndirectDirect)",View
157,2020-12-01Sale,2020-12-026:41 pm,COHU INC,COHU,Muller Luis ACEO,"22,000",$29.7,"$653,400","543,155(Direct)",View
158,2020-12-01Sale,2020-12-026:41 pm,CME GROUP Inc,CME,Pietrowicz John W.CFO,"5,000",$180,"$900,000","42,330(Direct)",View
