,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
91,2020-12-08Sale,2020-12-105:14 pm,ROCKWELL AUTOMATION INC,ROK,MILLER JOHN MVP and Chief IP Counsel,133,$249.93,"$33,241","4,051(IndirectDirect)",View
92,2020-12-08Sale,2020-12-105:14 pm,ROCKWELL AUTOMATION INC,ROK,Genovesi John AVP,188,$249.74,"$46,951","3,725(IndirectDirect)",View
93,2020-12-08Sale,2020-12-105:14 pm,ROCKWELL AUTOMATION INC,ROK,House Rebecca WSVP Chief Admin & Legal & Sec,698,$249.92,"$174,448","6,153(IndirectDirect)",View
94,2020-12-08Sale,2020-12-105:14 pm,AMBARELLA INC,AMBA,Day ChristopherVP,"1,300",$90.53,"$117,688","9,353(Direct)",View
95,2020-12-08Sale,2020-12-105:15 pm,AMBARELLA INC,AMBA,PAISLEY CHRISTOPHER BDirector,"2,000",$90.03,"$180,068","26,676(Direct)",View
96,2020-12-08Sale,2020-12-105:15 pm,Planet Fitness Inc.,PLNT,Rondeau ChristopherCEO,"42,929",$75.47,"$3,239,762",0(Indirect),View
97,2020-12-08Sale,2020-12-105:15 pm,MASIMO CORP,MASI,KIANI JOE ECEOChairman,"57,336",$270.67,"$15,519,270","159,241(IndirectDirect)",View
98,2020-12-08Sale,2020-12-105:16 pm,Addus HomeCare Corp,ADUS,FIRST MARK LDirector,"513,864",$100.75,"$51,771,798","52,774(IndirectDirect)",View
99,2020-12-08Sale,2020-12-105:21 pm,Genasys Inc.,GNSS,AWM Investment Company Inc.10% Owner,"58,403",$6.9418,"$405,422","4,349,544(Indirect)",View
100,2020-12-08Sale,2020-12-105:22 pm,Revolve Group Inc.,RVLV,Pujades DavidCOO,"83,797",$24.98,"$2,093,249",0(Direct),View
101,2020-12-09Sale,2020-12-105:25 pm,Frequency Therapeutics Inc.,FREQ,Lucchino David L.CEO,"13,514",$32.93,"$444,984","323,800(Direct)",View
102,2020-12-08Sale,2020-12-105:26 pm,Interactive Brokers Group Inc.,IBKR,Brody Paul JonathanCFO,"4,974",$54.56,"$271,394","194,561(IndirectDirect)",View
103,2020-12-08Sale,2020-12-105:28 pm,ROCKWELL AUTOMATION INC,ROK,Murphy Robert BVP,415,$249.82,"$103,675","3,120(IndirectDirect)",View
104,2020-12-08Sale,2020-12-105:28 pm,ROCKWELL AUTOMATION INC,ROK,Moret Blake D.CEO,"5,285",$249.98,"$1,321,153","48,885(IndirectDirect)",View
105,2020-12-08Sale,2020-12-105:28 pm,Interactive Brokers Group Inc.,IBKR,Frank Thomas AJCIO,"35,702",$54.57,"$1,948,095","1,729,916(Direct)",View
106,2020-12-08Sale,2020-12-105:28 pm,ROCKWELL AUTOMATION INC,ROK,Nardecchia ChristopherCIO,404,$249.61,"$100,843","8,062(IndirectDirect)",View
107,2020-12-01Sale,2020-12-105:29 pm,TYLER TECHNOLOGIES INC,TYL,MILLER BRIAN KCFO,"6,417",$445.01,"$2,855,630","47,836(Direct)",View
108,2020-12-08Sale,2020-12-105:30 pm,G1 Therapeutics Inc.,GTHX,RUDNICK SETHDirector,"19,480",$20.22,"$393,899","38,282(Indirect)",View
109,2020-12-09Sale,2020-12-105:31 pm,Cactus Inc.,WHD,Tadlock StephenCFO,"14,000",$27.27,"$381,780","44,193(Direct)",View
110,2020-12-09Sale,2020-12-105:38 pm,UMB FINANCIAL CORP,UMBF,KEMPER J MARINERCEOChairman,700,$69.5,"$48,650","181,941(IndirectDirect)",View
111,2020-12-08Sale,2020-12-105:39 pm,LEMAITRE VASCULAR INC,LMAT,Roush John ADirector,"20,000",$36.42,"$728,308","7,500(Direct)",View
112,2020-12-09Sale,2020-12-105:39 pm,TYLER TECHNOLOGIES INC,TYL,MOORE H LYNN JRCEO,"10,000",$447.1,"$4,471,000","64,262(Direct)",View
113,2020-12-08Sale,2020-12-105:42 pm,ROCKWELL AUTOMATION INC,ROK,Riesterer Terry L.VP,121,$249.86,"$30,233",833(IndirectDirect),View
114,2020-12-08Sale,2020-12-105:42 pm,ROCKWELL AUTOMATION INC,ROK,Nicolas ErnestSVP Chief Supply Chain Officer,124,$250.05,"$31,006","5,344(IndirectDirect)",View
115,2020-12-08Sale,2020-12-105:42 pm,ROCKWELL AUTOMATION INC,ROK,Wlodarczyk FrancisVP,167,$249.9,"$41,733","6,963(IndirectDirect)",View
116,2020-12-09Sale,2020-12-105:42 pm,DOCUSIGN Inc,DOCU,OLRICH SCOTT V.COO,"5,800",$225.79,"$1,309,591","249,154(Direct)",View
117,2020-12-08Sale,2020-12-105:47 pm,ZoomInfo Technologies Inc.,ZI,Keren NirCTO,"280,574",$42.44,"$11,908,065",0(Direct),View
118,2020-12-08Sale,2020-12-105:48 pm,Quanterix Corp,QTRX,HRUSOVSKY E KEVINCEOChairman,"2,000",$46.98,"$93,960","1,019,298(Direct)",View
119,2020-12-08Sale,2020-12-105:50 pm,MAXLINEAR INC,MXL,WALSH BRENDANVP,"7,799",$32.79,"$255,718","171,782(Direct)",View
120,2020-12-08Sale,2020-12-105:51 pm,CONSUMER PORTFOLIO SERVICES Inc,CPSS,Washer GregDirector,"41,674",$4.0642,"$169,373","209,070(Direct)",View
121,2020-12-09Sale,2020-12-105:59 pm,Service Properties Trust,SVC,HARRINGTON JOHN L.Director,"16,200",$12.49,"$202,319",0(Indirect),View
122,2020-12-08Sale,2020-12-106:02 pm,Schrodinger Inc.,SDGR,SHAW DAVID ESchrodinger Equity Holdings LLC10% Owner,"285,102",$66.78,"$19,038,141","9,658,342(Indirect)",View
123,2020-12-08Sale,2020-12-106:03 pm,PRIMEENERGY RESOURCES CORP,PNRG,WEHRLE GAINES10% Owner,46,$55.34,"$2,546","50,299(Indirect)",View
124,2020-12-08Sale,2020-12-106:06 pm,Broadcom Inc.,AVGO,TAN HOCK ECEO,"78,125",$422.43,"$33,002,552","232,602(Direct)",View
125,2020-12-10Sale,2020-12-106:14 pm,ICAD INC,ICAD,Stevens Stacey MPresident,"20,000",$13,"$260,000","151,788(Direct)",View
126,2020-12-08Sale,2020-12-106:17 pm,Francesca's Holdings CORP,FRAN,Cross River Partners LPMURPHY RICHARD10% Owner,"643,664",$3.5735,"$2,300,105",0(IndirectDirect),View
127,2020-12-10Sale,2020-12-106:19 pm,Container Store Group Inc.,TCS,Gehre JohnChief Merchandising Officer,"7,501",$11.09,"$83,151","70,304(Direct)",View
128,2020-12-08Sale,2020-12-106:19 pm,SITE Centers Corp.,SITC,Otto AlexanderDirector10% Owner,"848,197",$10.37,"$8,799,801","31,276,018(Direct)",View
129,2020-12-09Sale,2020-12-106:19 pm,JOHNSON & JOHNSON,JNJ,Sneed Michael ECOO,"54,662",$152.93,"$8,359,459","56,079(IndirectDirect)",View
130,2020-12-08Sale,2020-12-106:22 pm,MAXIMUS Inc,MMS,MONTONI RICHARD ADirector,"35,000",$71.41,"$2,499,428","174,436(Indirect)",View
131,2020-12-08Sale,2020-12-106:26 pm,CARVANA CO.,CVNA,GARCIA ERNEST C. IIVERDE INVESTMENTS Inc10% Owner,"50,000",$259.47,"$12,973,544",0(IndirectDirect),View
132,2020-12-10Sale,2020-12-106:27 pm,NATURAL GAS SERVICES GROUP INC,NGS,Hazlett James RVP,"2,500",$12,"$30,000","71,147(IndirectDirect)",View
133,2020-12-08Sale,2020-12-106:27 pm,UNITEDHEALTH GROUP INC,UNH,BURKE RICHARD TDirector,"7,000",$349.78,"$2,448,444","1,344,500(IndirectDirect)",View
134,2020-12-08Sale,2020-12-106:28 pm,Lemonade Inc.,LMND,Schreiber Daniel A.CEO10% Owner,"218,750",$91.84,"$20,089,056","350,000(IndirectDirect)",View
135,2020-12-09Sale,2020-12-106:34 pm,Greenlane Holdings Inc.,GNLN,Schoenfeld AdamChief Strategy Officer10% Owner,"40,000",$4.08,"$163,200","8,900(IndirectDirect)",View
136,2020-12-09Sale,2020-12-106:37 pm,Independent Bank Group Inc.,IBTX,SMITH G STACYDirector,"15,000",$59.18,"$887,626","83,217(Direct)",View
137,2020-12-08Sale,2020-12-106:43 pm,Facebook Inc,FB,Newstead JenniferVP,310,$286.23,"$88,731","2,812(Direct)",View
138,2020-12-10Sale,2020-12-106:52 pm,SCHWAB CHARLES CORP,SCHW,SCHWAB CHARLES RChairman,"98,870",$49.86,"$4,929,915","71,799,576(Indirect)",View
139,2020-12-08Sale,2020-12-106:57 pm,Bloom Energy Corp,BE,Venkataraman SwaminathanCTO,"170,000",$30.62,"$5,205,298",0(IndirectDirect),View
140,2020-12-09Sale,2020-12-107:00 pm,AMETEK INC,AME,EGINTON WILLIAM DVP,"17,824",$118.56,"$2,113,159","44,408(IndirectDirect)",View
141,2020-12-08Sale,2020-12-107:00 pm,TANDEM DIABETES CARE INC,TNDM,BLICKENSTAFF KIM DDirector,"15,850",$94.91,"$1,504,307","769,738(Indirect)",View
142,2020-12-08Sale,2020-12-107:07 pm,ARROWHEAD PHARMACEUTICALS Inc,ARWR,Anzalone Christopher RichardCEO,"55,000",$68.73,"$3,780,347","2,505,237(Direct)",View
143,2020-12-08Sale,2020-12-107:09 pm,INFINERA Corp,INFN,Walden NicholasVP,"18,918",$9,"$170,262","12,411(Direct)",View
144,2020-12-08Sale,2020-12-107:09 pm,INFINERA Corp,INFN,Wegleitner Mark ADirector,"10,000",$9,"$90,000","129,234(Direct)",View
145,2020-12-08Sale,2020-12-107:22 pm,DROPBOX Inc,DBX,Regan TimothyCFO,970,$21,"$20,370","325,059(Direct)",View
146,2020-12-09Sale,2020-12-107:23 pm,BEAZER HOMES USA INC,BZH,Salomon Robert L.CFO,"6,000",$15.34,"$92,052","198,601(Direct)",View
147,2020-12-08Sale,2020-12-107:24 pm,TWITTER Inc,TWTR,SEGAL NED D.CFO,"7,000",$47.93,"$335,510","634,970(Direct)",View
148,2020-12-08Sale,2020-12-107:27 pm,Acamar Partners Acquisition Corp.,ACAM,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,"40,000",$10.42,"$417,000","4,087,912(Indirect)",View
149,2020-12-09Sale,2020-12-107:31 pm,SEMTECH CORP,SMTC,MAHESWARAN MOHANCEO,"20,000",$70.9,"$1,418,044","139,135(Direct)",View
150,2020-12-08Sale,2020-12-107:36 pm,Tenzing Acquisition Corp.,TZAC,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,"367,000",$10.88,"$3,992,960",0(Indirect),View
151,2020-12-08Sale,2020-12-107:39 pm,PERFICIENT INC,PRFT,DAVIS JEFFREY SCEOChairman,"35,000",$47.31,"$1,655,770","409,713(Direct)",View
152,2020-12-09Sale,2020-12-107:43 pm,SMARTSHEET INC,SMAR,MADER MARK PATRICKCEO,"50,000",$67.02,"$3,350,892","505,267(IndirectDirect)",View
153,2020-12-09Sale,2020-12-107:51 pm,SMARTSHEET INC,SMAR,Arntz MichaelChief Revenue Officer,"15,000",$69.22,"$1,038,300","8,042(Direct)",View
154,2020-12-08Sale,2020-12-107:57 pm,SMARTSHEET INC,SMAR,Griffin AnnaChief Marketing Officer,"5,000",$73.26,"$366,300","6,671(Direct)",View
155,2020-12-08Sale,2020-12-108:01 pm,GRAFTECH INTERNATIONAL LTD,EAF,BCP GP LtdBROOKFIELD ASSET MANAGEMENT IncBrookfield Capital Partners Ltd.BPE IV (Non-Cdn)BCP IV GrafTech Holdings L.P.Brookfield Business Partners L.P.Brookfield Private Equity Group Holdings LPBrookfield Private Equity Inc.Brookfield Private Equity Holdings LLCBrookfield US Inc.Director10% Owner,"902,834",$9.9381,"$8,972,470","156,823,296(Indirect)",View
156,2020-12-08Sale,2020-12-108:01 pm,STAMPS.COM INC,STMP,Buerba SebastianChief Marketing Officer,"2,346",$197.24,"$462,727",0(Direct),View
