,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
53,2020-12-15Sale,2020-12-164:31 pm,GAMCO INVESTORS Inc,GBL,GABELLI MARIO JCEOChairman10% Owner,"21,039",$15.59,"$328,058","2,003,953(IndirectDirect)",View
54,2020-12-14Sale,2020-12-164:31 pm,ALLSCRIPTS HEALTHCARE SOLUTIONS Inc,MDRX,Black PaulCEO,"60,000",$14.03,"$841,878","1,641,179(Direct)",View
55,2020-12-14Sale,2020-12-164:32 pm,PELOTON INTERACTIVE Inc,PTON,LYNCH WILLIAMPresident,"163,500",$122.25,"$19,988,107",0(IndirectDirect),View
56,2020-12-14Sale,2020-12-164:32 pm,COMMUNITY HEALTH SYSTEMS INC,CYH,Chen Tian QiaoShanda Media LTDShanda Global Investment LtdShanda Technology Overseas Capital Co.Shanda Group USA LtdSHANDA ASSET MANAGEMENT HOLDINGS Ltd10% Owner,"3,354,599",$8.5066,"$28,536,151","14,541,842(Indirect)",View
57,2020-12-14Sale,2020-12-164:32 pm,Vera Bradley Inc.,VRA,Miller P. MichaelDirector10% Owner,"42,785",$7.5,"$320,888","2,209,062(IndirectDirect)",View
58,2020-12-14Sale,2020-12-164:32 pm,Vera Bradley Inc.,VRA,Miller Patricia R.10% Owner,"42,785",$7.5,"$320,888","2,209,062(IndirectDirect)",View
59,2020-12-14Sale,2020-12-164:33 pm,Arbutus Biopharma Corp,ABUS,McElhaugh Michael J.Chief Business Officer,"40,000",$5.0008,"$200,032","1,327,457(Direct)",View
60,2020-12-15Sale,2020-12-164:34 pm,AMETEK INC,AME,ZAPICO DAVID ACEO,"83,040",$117.72,"$9,775,635","193,413(Direct)",View
61,2020-12-14Sale,2020-12-164:34 pm,NGM BIOPHARMACEUTICALS INC,NGM,CHEN JIN-LONGChief Scientific Officer,"25,000",$28.01,"$700,276","895,005(Direct)",View
62,2020-12-15Sale,2020-12-164:34 pm,PELOTON INTERACTIVE Inc,PTON,Foley John PaulCEO,"100,000",$125.5,"$12,550,157","100,000(Direct)",View
63,2020-12-14Sale,2020-12-164:34 pm,UNITED RENTALS Inc,URI,KNEELAND MICHAELDirector,"20,000",$237.22,"$4,744,372","86,424(Direct)",View
64,2020-12-15Sale,2020-12-164:35 pm,HUBSPOT INC,HUBS,Halligan BrianCEO,"8,500",$379.83,"$3,228,555","652,156(Direct)",View
65,2020-12-15Sale,2020-12-164:35 pm,EXAGEN Inc,XGN,NMSIC Co-Investment Fund L.P.Sun Mountain Capital Partners LLC10% Owner,"125,000",$12,"$1,500,563","2,308,958(Indirect)",View
66,2020-12-15Sale,2020-12-164:35 pm,Apellis Pharmaceuticals Inc.,APLS,Francois CedricCEO,"5,000",$52.16,"$260,800","1,113,079(IndirectDirect)",View
67,2020-12-16Sale,2020-12-164:36 pm,REALTY INCOME CORP,O,Chapman A. LarryDirector,"9,000",$61.4,"$552,600","9,757(Direct)",View
68,2020-12-15Sale,2020-12-164:36 pm,Apellis Pharmaceuticals Inc.,APLS,Machiels AlecDirector,"2,500",$52.16,"$130,400","669,544(IndirectDirect)",View
69,2020-12-14Sale,2020-12-164:36 pm,DermTech Inc.,DMTK,Jansen BurkhardChief Medical Officer,"5,000",$12.41,"$62,050","79,037(Direct)",View
70,2020-12-14Sale,2020-12-164:36 pm,INTER PARFUMS INC,IPAR,BENACIN PHILIPPEPhilippe Benacin Holding SASPresident10% Owner,"19,000",$56.55,"$1,074,456",0(IndirectDirect),View
71,2020-12-14Sale,2020-12-164:38 pm,PERDOCEO EDUCATION Corp,PRDO,NELSON TODD SCEO,"11,029",$12.54,"$138,249","935,246(Direct)",View
72,2020-12-14Sale,2020-12-164:39 pm,BIODELIVERY SCIENCES INTERNATIONAL INC,BDSI,Vollins JamesSee Remarks,"29,825",$4.4664,"$133,210",0(Direct),View
73,2020-12-14Sale,2020-12-164:40 pm,DermTech Inc.,DMTK,PANCOAST SCOTT RDirector,"6,000",$13.93,"$83,569","44,132(Direct)",View
74,2020-12-14Sale,2020-12-164:40 pm,Xylem Inc.,XYL,Sabol Colin RVP,"7,263",$98.31,"$714,007","27,052(Direct)",View
75,2020-12-15Sale,2020-12-164:41 pm,BIODELIVERY SCIENCES INTERNATIONAL INC,BDSI,Bailey Jeffrey AllenCEO,"10,000",$4.35,"$43,500","35,567(Direct)",View
76,2020-12-15Sale,2020-12-164:42 pm,WORKIVA INC,WK,CROW MICHAEL MDirector,"3,000",$79.06,"$237,180","28,943(IndirectDirect)",View
77,2020-12-14Sale,2020-12-164:42 pm,ADOBE Inc,ADBE,Garfield Mark S.CAO,948,$475.61,"$450,878",178(Direct),View
78,2020-12-15Sale,2020-12-164:42 pm,INNOVATIVE SOLUTIONS & SUPPORT INC,ISSC,Carolin Roger AnthonyDirector,"28,443",$8.0528,"$229,047","24,871(Direct)",View
79,2020-12-14Sale,2020-12-164:43 pm,ADOBE Inc,ADBE,Rao DanaVP,"1,931",$487.49,"$941,340","18,732(Direct)",View
80,2020-12-15Sale,2020-12-164:45 pm,ADOBE Inc,ADBE,Belsky ScottEVP CPO Creative Cloud,600,$489.38,"$293,628","16,067(Direct)",View
81,2020-12-14Sale,2020-12-164:45 pm,Ping Identity Holding Corp.,PING,VEP Group LLCVista Equity Partners Fund VI L.P.Vista Equity Partners Fund VI-A L.P.VEPF VI FAF L.P.VEPF VI GP. Ltd.Vista Equity Partners Fund VI GP L.P.VEPF MANAGEMENT L.P.SMITH ROBERT F10% Owner,"5,000,000",$26.45,"$132,250,004","38,482,336(Indirect)",View
82,2020-12-15Sale,2020-12-164:46 pm,AMETEK INC,AME,CIAMPITTI TONY JPresident,"14,072",$118,"$1,660,496","34,563(IndirectDirect)",View
83,2020-12-14Sale,2020-12-164:46 pm,PLUG POWER INC,PLUG,Schmid KeithCOO,"333,333",$26.43,"$8,810,541","356,220(Direct)",View
84,2020-12-14Sale,2020-12-164:46 pm,PLUG POWER INC,PLUG,HELMER MAUREEN ODirector,"15,311",$26.13,"$400,111","123,398(Direct)",View
85,2020-10-16Sale,2020-12-164:47 pm,Xylem Inc.,XYL,TAMBAKERAS MARKOS IDirector,"5,000",$99,"$495,000","38,062(IndirectDirect)",View
86,2020-12-15Sale,2020-12-164:48 pm,NAUTILUS Inc,NLS,Saunders AnneDirector,"4,000",$17.72,"$70,887","38,077(Direct)",View
87,2020-12-15Sale,2020-12-164:49 pm,CIENA CORP,CIEN,McFeely ScottVP,"2,000",$48.4,"$96,800","74,142(Direct)",View
88,2020-12-15Sale,2020-12-164:50 pm,BRUKER CORP,BRKR,Friend Cynthia MDirector,"3,473",$54.95,"$190,841","8,384(Direct)",View
89,2020-12-15Sale,2020-12-164:50 pm,ORACLE CORP,ORCL,Daley DorianVP,"100,000",$61.63,"$6,163,321",0(IndirectDirect),View
90,2020-12-14Sale,2020-12-164:51 pm,ONTO INNOVATION Inc,ONTO,KOCH ROBERT ALANVP,"15,000",$46.61,"$699,202","35,025(Direct)",View
91,2020-12-14Sale,2020-12-164:53 pm,SHARPS COMPLIANCE CORP,SMED,DALTON JOHN Wformer Director,"8,000",$9.2816,"$74,253","925,338(Direct)",View
92,2020-12-16Sale,2020-12-164:54 pm,MURPHY OIL CORP,MUR,Mirosh WalentinDirector,"2,000",$12.61,"$25,220","25,190(Direct)",View
93,2020-12-15Sale,2020-12-164:56 pm,CIENA CORP,CIEN,PETRIK ANDREW CVP,"1,000",$48.4,"$48,400","32,694(Direct)",View
94,2020-12-14Sale,2020-12-164:57 pm,Interactive Brokers Group Inc.,IBKR,Brody Paul JonathanCFO,"4,915",$55.2,"$271,296","184,556(IndirectDirect)",View
95,2020-12-14Sale,2020-12-164:59 pm,Interactive Brokers Group Inc.,IBKR,Frank Thomas AJCIO,"35,357",$55.2,"$1,951,730","1,658,050(Direct)",View
96,2020-12-14Sale,2020-12-165:00 pm,GUARANTY BANCSHARES INC,GNTY,Sharp Robert P.VP,"1,625",$30.97,"$50,326","44,454(IndirectDirect)",View
97,2020-12-14Sale,2020-12-165:00 pm,ExlService Holdings Inc.,EXLS,Meckey SamuelVP,"1,476",$83.83,"$123,733","2,350(Direct)",View
98,2020-12-16Sale,2020-12-165:00 pm,EAST WEST BANCORP INC,EWBC,KRAUSE DOUGLAS PAULVice Chairman,"9,074",$49.45,"$448,709","36,720(IndirectDirect)",View
99,2020-12-15Sale,2020-12-165:01 pm,CIENA CORP,CIEN,Rothenstein David MVP,"2,500",$48.4,"$121,000","250,038(Direct)",View
100,2020-12-14Sale,2020-12-165:01 pm,Option Care Health Inc.,OPCH,MADISON DEARBORN PARTNERS LLCMADISON DEARBORN PARTNERS VI-A&C L.P.Madison Dearborn Capital Partners VI-A L.P.MDP HC HOLDINGS LLCHC GROUP HOLDINGS I LLCFINNEGAN PAUL JMENCOFF SAMUEL M10% Owner,"10,000,000",$15,"$150,000,000","121,979,128(Indirect)",View
101,2020-12-15Sale,2020-12-165:01 pm,EXP World Holdings Inc.,EXPI,Sanford Glenn DarrelCEOChairman10% Owner,"10,000",$70.32,"$703,171","20,589,014(Direct)",View
102,2020-12-14Sale,2020-12-165:01 pm,Option Care Health Inc.,OPCH,SULLIVAN TIMOTHY PDirector10% Owner,"10,000,000",$15,"$150,000,000","121,913,744(IndirectDirect)",View
103,2020-12-15Sale,2020-12-165:01 pm,BRIGHT HORIZONS FAMILY SOLUTIONS Inc,BFAM,Burke Mary LouCOO,370,$168.41,"$62,312","31,486(IndirectDirect)",View
104,2020-12-14Sale,2020-12-165:02 pm,Option Care Health Inc.,OPCH,BETTEN ELIZABETH QUADROSDirector10% Owner,"10,000,000",$15,"$150,000,000","121,913,744(IndirectDirect)",View
105,2020-12-15Sale,2020-12-165:02 pm,BRIGHT HORIZONS FAMILY SOLUTIONS Inc,BFAM,Bearfield Maribeth NashChief Human Resources Officer,"2,500",$170,"$425,000","5,617(Direct)",View
106,2020-12-15Sale,2020-12-165:02 pm,PIONEER NATURAL RESOURCES CO,PXD,CHEATWOOD CHRIS JVP,"6,728",$116.29,"$782,422","39,298(IndirectDirect)",View
107,2020-12-14Sale,2020-12-165:06 pm,VERINT SYSTEMS INC,VRNT,FANTE PETERCAO,"5,000",$60.28,"$301,400","40,575(Direct)",View
108,2020-12-15Sale,2020-12-165:06 pm,Bill.com Holdings Inc.,BILL,Lacerte Rene A.CEO,"10,000",$141.94,"$1,419,397","38,022(IndirectDirect)",View
109,2020-12-14Sale,2020-12-165:07 pm,VERINT SYSTEMS INC,VRNT,KURTZ WILLIAMDirector,"6,000",$60.45,"$362,700","11,219(Direct)",View
110,2020-12-15Sale,2020-12-165:07 pm,Yext Inc.,YEXT,Distelburger BrianCOO,"10,000",$15.03,"$150,299","3,337,137(Direct)",View
111,2020-12-14Sale,2020-12-165:08 pm,VERINT SYSTEMS INC,VRNT,SAFIR HOWARDDirector,"8,333",$60.21,"$501,730","24,693(Direct)",View
112,2020-12-16Sale,2020-12-165:08 pm,VERINT SYSTEMS INC,VRNT,Robinson DouglasCFO,"4,607",$60.24,"$277,526","197,315(Direct)",View
113,2020-12-14Sale,2020-12-165:10 pm,Mimecast Ltd,MIME,Bauer PeterCEO,"62,500",$49.52,"$3,094,922","1,456,876(IndirectDirect)",View
114,2020-12-16Sale,2020-12-165:11 pm,QUALCOMM INC,QCOM,AMON CRISTIANO RPresident,"73,220",$148.72,"$10,889,139","50,753(Direct)",View
115,2020-12-14Sale,2020-12-165:11 pm,Liquidia Corp,LQDA,Eshelman Ventures LLCESHELMAN FREDRIC N10% Owner,"6,417",$3.13,"$20,085","6,563,752(IndirectDirect)",View
116,2020-12-15Sale,2020-12-165:11 pm,GLOBAL PAYMENTS INC,GPN,JACOBS WILLIAM IDirector,500,$192.93,"$96,465","22,893(Direct)",View
117,2020-12-15Sale,2020-12-165:11 pm,ARMSTRONG WORLD INDUSTRIES INC,AWI,Grizzle VictorCEO,"31,200",$78.34,"$2,444,292","267,752(Direct)",View
118,2020-12-15Sale,2020-12-165:11 pm,Mimecast Ltd,MIME,WALSH JOHN J JRVP,"2,000",$48.29,"$96,580","3,697(Direct)",View
119,2020-12-15Sale,2020-12-165:11 pm,Workhorse Group Inc.,WKHS,Hughes DuaneCEO,"55,989",$21.61,"$1,209,922","338,600(Direct)",View
120,2020-12-14Sale,2020-12-165:13 pm,Workhorse Group Inc.,WKHS,Furey Anthony DalyVP,"71,862",$21.92,"$1,575,215","176,462(IndirectDirect)",View
121,2020-12-14Sale,2020-12-165:14 pm,DYCOM INDUSTRIES INC,DY,ESTES TIMOTHY RCOO,"150,121",$76.11,"$11,425,487","155,889(Direct)",View
122,2020-12-14Sale,2020-12-165:14 pm,Workhorse Group Inc.,WKHS,DeMott HarryDirector,"62,450",$21.92,"$1,368,904","23,905(Direct)",View
123,2020-12-15Sale,2020-12-165:14 pm,Mimecast Ltd,MIME,DiMarino DinoChief Revenue Officer,"4,500",$47.86,"$215,387","6,393(Direct)",View
124,2020-12-14Sale,2020-12-165:15 pm,Frequency Therapeutics Inc.,FREQ,Loose Christopher R.Chief Scientific Officer,"24,000",$37.07,"$889,720","47,782(Direct)",View
125,2020-12-14Sale,2020-12-165:15 pm,AMICUS THERAPEUTICS Inc,FOLD,Do HungChief Science Officer,"111,125",$23.88,"$2,653,276","409,682(Direct)",View
126,2020-12-14Sale,2020-12-165:16 pm,Workhorse Group Inc.,WKHS,Schrader SteveCFO,"15,152",$21.92,"$332,132","164,798(Direct)",View
127,2020-12-14Sale,2020-12-165:16 pm,SPECTRUM PHARMACEUTICALS INC,SPPI,GUSTAFSON KURT ACFO,"25,696",$5,"$128,480","335,134(IndirectDirect)",View
128,2020-12-15Sale,2020-12-165:16 pm,AMICUS THERAPEUTICS Inc,FOLD,Crowley John FCEOChairman,"22,000",$23.91,"$526,101","823,513(IndirectDirect)",View
129,2020-12-14Sale,2020-12-165:20 pm,Chewy Inc.,CHWY,Symancyk James KevinDirector,"41,500",$83.92,"$3,482,861","231,366(Direct)",View
130,2020-12-14Sale,2020-12-165:21 pm,Workhorse Group Inc.,WKHS,Fleming Stephen M.VP,"164,796",$21.92,"$3,612,328","399,750(Direct)",View
131,2020-12-14Sale,2020-12-165:22 pm,Square Inc.,SQ,Dorsey JackCEOChairman10% Owner,"100,000",$216.87,"$21,687,104",0(Indirect),View
132,2020-12-14Sale,2020-12-165:22 pm,Chewy Inc.,CHWY,Bowman StacyPrincipal Accounting Officer,"26,007",$84.7,"$2,202,826","142,765(Direct)",View
133,2020-12-15Sale,2020-12-165:23 pm,BOTTOMLINE TECHNOLOGIES INC,EPAY,Robinson Benjamin E IIIDirector,"5,000",$49.53,"$247,673","18,000(Direct)",View
134,2020-12-14Sale,2020-12-165:23 pm,Chewy Inc.,CHWY,Helfrick SusanGeneral Counsel,"32,508",$84.7,"$2,753,468","57,112(IndirectDirect)",View
135,2020-12-14Sale,2020-12-165:24 pm,Square Inc.,SQ,McKelvey James Morgan Jr.Director,"200,000",$217.36,"$43,472,215","79,507(IndirectDirect)",View
136,2020-12-14Sale,2020-12-165:24 pm,MESA AIR GROUP INC,MESA,Schiller Harvey WDirector,"10,000",$6.68,"$66,800","47,430(Direct)",View
137,2020-12-15Sale,2020-12-165:24 pm,Grocery Outlet Holding Corp.,GO,Herman Thomas FDirector,"2,000",$38.74,"$77,480","57,682(IndirectDirect)",View
138,2020-12-14Sale,2020-12-165:25 pm,Chewy Inc.,CHWY,Marte Mario JesusCFO,"65,011",$84.7,"$5,506,513","116,718(Direct)",View
139,2020-12-14Sale,2020-12-165:27 pm,Chewy Inc.,CHWY,Mehta SatishCTO,"55,017",$84.7,"$4,660,009","154,273(Direct)",View
140,2020-12-14Sale,2020-12-165:29 pm,Chewy Inc.,CHWY,Singh SumitCEO,"148,444",$84.7,"$12,573,392","22,845(IndirectDirect)",View
141,2020-12-15Sale,2020-12-165:30 pm,PROGRESSIVE CORP,PGR,Sieger Michael DPresident,"2,700",$94.61,"$255,447","46,429(IndirectDirect)",View
142,2020-12-15Sale,2020-12-165:34 pm,Medtronic plc,MDT,PARKHILL KAREN LCFO,670,$114.33,"$76,601","86,897(IndirectDirect)",View
143,2020-12-14Sale,2020-12-165:36 pm,Mirati Therapeutics Inc.,MRTX,GREY MICHAEL GDirector,"10,900",$245.44,"$2,675,345","4,256(Direct)",View
144,2020-12-14Sale,2020-12-165:37 pm,Mirati Therapeutics Inc.,MRTX,CARTER BRUCE L ADirector,"2,250",$246.28,"$554,127","2,000(Direct)",View
145,2020-12-15Sale,2020-12-165:37 pm,Mirati Therapeutics Inc.,MRTX,FUCHS HENRY JDirector,"10,000",$233.39,"$2,333,907","2,000(Direct)",View
146,2020-11-05Sale,2020-12-165:40 pm,Altabancorp,ALTA,GUNTHER KIMBALL10% Owner,127,$23.5,"$2,985","10,930(Direct)",View
147,2020-12-15Sale,2020-12-165:41 pm,J2 GLOBAL Inc,JCOM,TURICCHI R SCOTTCFO,"10,323",$100.73,"$1,039,836","281,463(Direct)",View
148,2020-12-14Sale,2020-12-165:42 pm,INSEEGO CORP.,INSG,Braslyn Ltd.10% Owner,"2,385,170",$15.43,"$36,813,613","7,614,830(Direct)",View
149,2020-12-15Sale,2020-12-165:46 pm,American Homes 4 Rent,AMH,Smith BryanCOO,"50,000",$30.01,"$1,500,500","73,857(Direct)",View
150,2020-12-14Sale,2020-12-165:47 pm,Twist Bioscience Corp,TWST,Weiss PatrickCOO,"40,000",$144,"$5,760,161","54,350(Direct)",View
151,2020-12-10Sale(A),2020-12-165:48 pm,Twist Bioscience Corp,TWST,THORBURN JAMES MCFO,"6,368",$148.69,"$946,832","56,149(Direct)",View
152,2020-12-14Sale,2020-12-165:50 pm,Inspire Medical Systems Inc.,INSP,Buchholz RichardCFO,"3,000",$190.53,"$571,589","65,651(IndirectDirect)",View
153,2020-12-14Sale,2020-12-165:54 pm,Vera Bradley Inc.,VRA,Byrne James BradleyMember of a 10% owner group,"50,000",$7.5533,"$377,664","445,557(Indirect)",View
154,2020-12-14Sale,2020-12-165:55 pm,Vera Bradley Inc.,VRA,Hall Joan B.Member of a 10% owner group,"50,000",$7.5533,"$377,664","445,254(Indirect)",View
155,2020-12-14Sale,2020-12-165:57 pm,Vera Bradley Inc.,VRA,Ray Anne MarieMember of a 10% owner group,"50,000",$7.5533,"$377,664","450,687(Indirect)",View
156,2020-12-14Sale,2020-12-165:57 pm,Vera Bradley Inc.,VRA,Byrne Thomas Farrell IIMember of a 10% owner group,"50,000",$7.5533,"$377,664","445,557(Indirect)",View
157,2020-12-16Sale,2020-12-165:58 pm,ServisFirst Bancshares Inc.,SFBS,Kattos Andrew NCEO,"18,000",$41.51,"$747,180","60,950(Direct)",View
